The supply chain of our organization can maintain a stable state for a long time before any disruption occurs.,"Regardless of any disruptions, our supply chain can perform its functions for a long period, and we get enough time to take corrective action","The supply chain of our firm can successfully perform in a wide range of conditions, such as a rapid shift in product demand, or varying production timelines","To address the needs of our customers, our organization has a multi-skilled team","In response to a sudden market change or disruption, our organization can successfully reorganize supply chain resources quickly",Our organization is not critically dependent on a single supplier,"To reduce the risk of a supply breakdown in a specific area, our organization choose suppliers from multiple locations","In case of disruption, our organization always keeps a backup plan for raw materials, and spare parts",Our organization always keeps an inventory of finished products to improve responsiveness against changing market needs ,Our organization has successfully developed collaboration with all supply chain partners for the smooth flow of goods and information,Our organization collects data from suppliers and customers and exchanges the information with entire supply network members on regular basis,Our organization has ability to quickly sense the major threats in its environment,"Our organization prepares alternate strategies for logistical issues such as transportation difficulties, road conditions, and fleet utilization based on previous supply chain disruption experiences","Based on the previous supply chain disruption experiences, our organization develops a plan to deal with the effects of natural disasters such as floods, earthquakes, and pandemics","Based on previous supply chain disruption experiences, our organization devises a plan to deal with disruptions caused by man-made disasters such as labor strikes, terrorism, sabotage, hacking, fire, changes in government policies, etc.",Our organization has the capability for a quick recovery to normalize operations after any type of disruption in the supply chain.,"In our organization, we regularly identify and classify the potential supply chain risk during the risk analysis process","In our organization, we analyze the possible impacts of supply chain risks","In our organization, we evaluate the chances of occurrence of supply chain risks","In our organization, we evaluate the effectiveness of possible reaction strategies for identified supply chain risks","Our organization has access to all valuable resources available in the market like knowledge, skills & technologies, through its healthy business relationships",Our organization has developed satisfactory “information sharing platforms” within the firm and with all supply chain partners,"Our organization has the ability to collect, combine and integrate data from multiple sources for effective decision-making in the supply chain","To improve the supply chain process, our organization uses advanced analytical techniques (e.g., simulation, optimization, and regression).",Our organization uses data visualization techniques for a better understanding of complex information,"In our organization, Information is widely shared with front-line employees so that individuals who make decisions or perform tasks have access to all available data.",Managers in our organization can understand and evaluate the output obtained from massive data,"Our organization’s management can forecast the future business needs of functional managers, suppliers, and customers using supply chain data",Our data analytics team has the ability to analyze the supply chain data efficiently that can be used for effective decision-making. ,Data-driven decision-making is part of our organization’s culture.,Employees in our organization are always flexible to change their viewpoint based on the findings of the data. ,The market share of our organization has been continuously increasing for the last three years.,Our organization's profit has been increased significantly during the last three years.,Energy consumption performance of supply chain of our organization and its major suppliers has been improved.,"To reduce inventory and increase product quality, we facilitate our suppliers in applying total quality management practices in the supply chain.",Our organization's supply chain has increased its level of compliance with environmental standards (local policies & ISO standards).,Our organization and its suppliers have taken necessary precautions to avoid solid waste discharge,Our organization and its suppliers' environmental performance has improved in terms of air pollution reduction,Our organization and its suppliers' environmental performance has increased in terms of water conservation.,Our organization has a strong reputation for being trustworthy among all supply chain partners.,Our organization and its suppliers place health and safety of all employees on high priority,Our organization and its suppliers provide extensive education and training opportunities to their employees,"Our organization and its suppliers are dedicated to adapting all strategies to prevent any kind of discrimination based on gender, color, religion, and ethnicity etc.","Our organization and its suppliers pay significant attention to acting against corruption and the violation of human rights (e.g., discrimination, forced & child labor)",It is part of our organization's strategy to improve the existing technology to develop strong competency in the existing processes.,"To improve existing supply chain processes, our organization acquires a state-of-the-art  equipment and techniques",The managers of our organization are focused on lowering supply chain operational costs to meet the needs of existing customers.,Our organization executes even small improvements in existing technology or products and services to better serve the need of customers,Our organization's culture is to continuously explore and utilize new ideas and innovative practices to improve organizational processes.,"To serve new clients and markets, our organization's strategy is to accept demands that go well beyond our existing products and services",Our organization always do experiments to find  solutions to the problems and improve the  infrastructure related to the supply chain.
2,1,2,2,1,1,1,2,1,2,1,1,1,2,3,2,1,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2
3,2,2,2,2,1,1,1,1,2,3,3,4,2,3,3,4,2,2,2,3,3,2,4,4,4,4,2,2,3,2,1,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2
4,5,5,2,2,2,2,2,2,3,4,4,4,4,2,4,1,1,1,1,3,4,2,2,2,2,2,2,2,2,1,4,4,4,1,1,1,1,1,2,1,4,2,1,4,2,2,2,2,2,2
2,1,1,1,1,1,4,1,4,2,1,1,1,1,1,1,1,1,1,2,3,5,2,1,2,1,2,2,2,2,2,2,2,2,3,3,3,3,2,1,1,1,1,1,2,2,2,2,2,2,2
2,2,3,2,2,1,2,3,2,2,1,1,3,3,3,2,3,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2
2,3,2,1,2,1,1,1,1,2,2,3,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,4,1,1,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,1
2,2,1,1,1,3,2,2,2,1,4,1,1,1,1,1,1,1,2,2,3,3,1,3,3,2,2,1,1,3,2,2,1,3,3,2,3,3,3,1,3,1,1,1,1,1,2,2,2,2,1
1,2,2,1,2,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4,4,1,2,2,2,2,2,2,2,3,4,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,4,3,3,2,2,2,2,2,3,2,2,4,3,2,2,2,3,2,2,3,3
2,2,2,2,2,1,1,1,1,1,1,1,3,1,2,1,3,1,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2
3,3,4,2,2,4,4,4,4,4,4,1,2,3,2,2,2,2,2,2,5,5,1,5,2,2,3,2,2,2,2,3,5,3,4,2,2,2,4,3,1,5,2,1,2,3,1,1,2,2,1
1,1,2,3,3,2,1,2,3,2,4,1,2,2,3,1,2,2,3,1,2,2,2,3,1,3,2,3,1,4,3,2,2,1,1,3,2,1,2,1,3,2,1,2,2,2,4,2,3,3,1
1,2,2,1,1,1,2,3,3,3,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1
2,3,2,2,2,2,1,2,2,2,1,2,1,1,3,2,2,2,1,3,1,2,1,2,2,3,2,2,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1
4,4,4,3,4,5,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,2,4,3,3,2,4,4,4,2,2,5,2,3,3,2,5,5,5,5,5
2,2,2,3,2,2,3,3,2,2,4,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,4,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
2,2,2,3,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,3,2,3,3,2,2,1,1,1,1,2,2,3,2,1,2,2,2,2,2,2,2
2,2,3,3,2,1,4,2,3,2,2,2,4,2,2,2,2,3,2,2,2,2,4,4,4,4,3,4,5,1,2,1,1,2,4,2,1,1,2,3,3,3,3,3,2,3,2,4,2,4,2
2,2,2,4,1,1,2,2,2,2,2,3,2,2,2,2,4,4,4,3,2,3,2,4,4,3,3,4,4,4,4,1,1,2,3,1,3,3,2,2,2,4,2,1,2,4,1,2,4,2,4
1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,4,2,4,4,4,4,2,2,4,4,2,2,2,3,2,3,2,4,4,4,3,4,4,4,3,3,4,4,4,3,3,4,4,2,3,3,4,4,3,4,4,3,3,2,4,3,4,3,4
1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2,4,3,1,3,1,3,3,3,2,2,2,2,3,2,1,1,1,2,2,1,2,1,2,2,3,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3
2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,3,1,3,2,1,3,4,2,3,2,3,3,3,2,2,2,2,3,4,4,3,4,3,5,2,2,2,4,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1
2,2,2,2,2,2,3,2,4,2,2,2,4,2,2,2,3,2,2,2,2,3,4,4,3,2,4,3,2,2,4,1,1,3,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2
3,5,4,3,4,2,3,3,2,1,2,2,2,2,2,3,3,2,2,3,2,4,2,3,3,4,2,2,2,1,5,2,2,3,3,2,2,2,2,2,4,5,3,2,2,1,1,1,2,4,3
2,3,2,1,2,1,2,2,2,1,3,2,3,2,2,2,2,2,3,3,1,2,1,2,2,2,2,2,2,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1
2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1
3,2,4,3,4,2,3,2,3,4,3,4,4,5,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,4
1,1,2,1,2,1,2,1,1,2,4,2,2,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,3,3,3,1,2,1,2,2,2,1,2,2,2,1,1
1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,4
1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,3,2,1,2,2,1,1,1,2,2,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1
1,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,5,1,1,5,1,1,1,1,5,5,5,1,2,3,4,4,1,2,3,2,5,5,5,5,4,3,2,2,5,3,1,1,1,2,5,4,2,3,2,2,2,4,4,1,4,1,1,4,2,2
2,2,2,1,2,1,1,1,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,3,1,2,2,2,1,2,3,2,1,1,1,2,1,2,2,3,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,3,3,2,2,3,3,2,1,1,2,3,1,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,3
1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,4,2,3,1,1,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,1,1,3,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,3,2,2,2,2,2,4,1,3,3,2,2,2,2,2,1,1,1,2,2,1,2,2,3,1,1,1,2,2,1,2,1,1,1,2,1
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1
5,5,2,2,2,2,2,2,2,4,4,2,2,5,5,5,5,5,4,4,2,4,2,5,5,5,2,2,4,2,4,1,1,3,5,5,5,5,5,5,5,5,2,2,4,5,2,4,4,3,4
2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1
1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
1,2,2,2,1,2,2,2,3,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2
2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1
2,2,2,3,3,1,1,1,2,1,2,2,2,3,3,3,3,2,2,3,3,2,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,3,1,4,1,1,1,2,3,3,1,1,2,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,1,2,1,1,1,1,1,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,3,3,3,2,3,1,1,1,1,3,2,3,2,2,1,1,1,2,2,1,1
1,1,2,1,4,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,3,2,3,2,2,2,2,2,1,1,2,2,3,1,3,3,1,1,3,2,2,1,3,3,1,3,1,2
2,4,4,3,2,2,2,4,2,2,2,3,2,3,2,2,2,2,2,2,4,3,2,4,2,3,2,2,2,2,3,2,3,3,3,4,3,4,3,2,3,3,2,3,2,3,2,2,2,2,3
2,2,3,3,2,2,2,2,3,2,2,2,2,4,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2
2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2
2,2,3,2,4,2,2,4,4,4,2,2,4,2,2,3,4,2,3,3,2,4,2,4,4,4,3,3,4,2,4,2,3,2,2,2,3,3,2,2,2,4,2,1,2,4,2,3,2,4,3
2,2,1,2,1,1,2,1,1,2,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,1,2,1,2,1,2,2,1,3,3,3,1,1,2,2,3
2,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2
2,3,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1,1,2,2,1,1,1,1,2,1,1,3,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,3,2,1,2,2,1,1,2,3,2
2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,1,1,2,4,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2
3,4,4,2,3,2,2,4,4,3,3,4,3,4,3,3,4,4,4,4,3,4,2,3,2,2,2,2,2,2,2,3,3,3,2,3,4,4,4,2,3,4,2,2,2,2,3,3,2,2,2
2,2,4,2,4,1,3,2,2,3,4,3,2,3,3,2,2,3,4,3,2,2,2,3,2,4,2,2,2,3,2,2,3,2,3,1,2,3,2,2,2,3,1,1,2,2,2,2,3,2,3
1,1,2,1,1,1,4,3,2,4,4,1,2,2,2,2,2,2,2,2,2,2,4,3,3,4,1,1,2,2,2,2,3,2,2,2,2,2,2,2,3,5,5,5,1,1,1,1,1,1,1
2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,3,3,2,3,2,2,2,3,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2
2,3,2,2,3,2,2,3,2,3,4,3,3,4,3,3,2,2,2,3,3,3,2,3,2,2,3,2,2,2,3,2,1,2,3,3,4,4,4,3,3,4,4,3,3,2,2,3,4,3,3
2,3,2,2,3,2,4,4,3,2,4,2,2,2,3,2,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,4,2,3,3,3,3,3,3,3,3,2,1,1,2,3,2,4,3,1,1,2,3,2,2,2,4,5,1,2,2,4,1,1,3,3,1,3,3,3,4,2,1,1,1,1,2,2
2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2
2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2
1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1
1,2,2,1,2,1,3,1,2,2,2,2,5,3,3,2,2,2,2,3,2,2,2,2,2,2,1,3,2,3,2,2,2,3,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,1,2,2,2,1,2,2,3,3,2,2,2,2,2,2,2,3,2,1,3
3,2,4,1,2,3,3,2,3,2,2,3,2,3,3,3,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,2,2,1,3,4,3,2,2,3
2,2,1,1,1,1,2,1,1,1,2,2,3,2,2,2,3,3,2,3,2,2,2,3,3,2,2,2,2,2,3,1,1,2,2,2,3,3,3,3,4,4,3,3,2,2,2,2,3,2,3
2,3,2,2,3,1,1,1,1,1,2,2,3,4,2,2,2,1,2,2,1,2,3,3,3,2,1,2,3,2,2,2,2,3,1,1,2,1,2,1,3,1,2,1,2,1,1,1,2,3,1
1,4,3,2,4,2,4,2,2,2,4,2,4,5,3,4,4,2,2,3,2,4,4,4,4,3,4,2,4,3,2,3,2,2,2,2,4,3,2,1,2,2,2,3,2,3,2,2,2,2,2
2,2,1,3,2,2,2,3,2,3,3,1,2,2,3,2,1,3,2,2,2,3,1,3,1,4,3,2,2,3,1,3,2,3,3,4,3,3,2,1,2,2,3,1,2,2,3,1,3,2,3
2,2,1,2,1,5,5,5,1,2,3,4,2,2,1,4,1,2,2,1,3,1,3,1,1,1,3,1,2,4,1,1,2,5,5,1,1,1,1,2,1,1,2,1,1,3,1,1,1,5,1
4,3,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
2,2,3,1,2,1,1,2,1,1,4,3,2,3,3,2,2,3,3,3,1,2,4,4,4,2,2,4,4,2,2,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2
